,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10,10.1,10.2,10.3,10.4,10.5,10.6,10.7,10.8
1,0.7080734183,0.7499251349,0.7842838475,0.8108062552,0.8292273548,0.8393630887,0.8411121841,0.8344571647,0.819464525,0.7962840667,0.7651474012,0.7263656358,0.6803262651,0.6274892993,0.5683826677,0.5035969445,0.433779447,0.3596277687,0.2818828086,0.2013213687,0.1187483922,0.03498892097,-0.04912014796,-0.1327384246,-0.2150304228,-0.2951739081,-0.3723681132,-0.4458417393,-0.5148606621,-0.5787352673,-0.636827341,-0.6885564465,-0.7334057235,-0.770927053,-0.8007455343,-0.8225632308,-0.8361621474,-0.8414064083,-0.8382436144,-0.8267053675,-0.8069069538,-0.7790461925,-0.7434014592,-0.7003289042,-0.6502588944,-0.5936917126,-0.5311925594,-0.4633859058,-0.3909492535,-0.3146063654,-0.2351200344,-0.1532844619,-0.06991732162,0.0141484094,0.09807277418,0.1810172282,0.262153018,0.3406694614,0.4157820482,0.4867402782,0.5528351602,0.6134062961,0.667848479,0.7156177407,0.7562367864,0.7892997642,0.8144763196,0.8315148969,0.8402452522,0.8405801547,0.8325162581,0.8161341343,0.791597468,0.7591514214,0.7191201848,0.671903737,0.6179738492,0.5578693709,0.4921908463,0.4215945135,0.3467857476,0.2685120132,0.1875553955,0.1047247863,0.02084780166,-0.06323748734,-0.1466909283,-0.2286786819,-0.3083815538,-0.3850031791,-0.4577779799,-0.5259788145,-0.5889242426,-0.6459853344,-0.6965919542,-0.7402384575,-0.7764887428,-0.8049806092,-0.8254293755
1.2,0.7842838475,0.8306400933,0.8686968578,0.8980738904,0.9184776656,0.9297043156,0.9316416673,0.9242703635,0.9076640558,0.8819886688,0.8475007426,0.8045448691,0.7535502492,0.6950264044,0.6295580854,0.5577994302,0.4804674274,0.3983347529,0.3122220493,0.2229897261,0.1315293633,0.03875480261,-0.05440698328,-0.1470251526,-0.2381742952,-0.3269436789,-0.4124463495,-0.4938279925,-0.5702754694,-0.6410249424,-0.705369506,-0.7626662507,-0.8123426863,-0.8539024623,-0.8869303272,-0.9110962774,-0.9261588548,-0.931967559,-0.9284643515,-0.9156842351,-0.8937549045,-0.8628954703,-0.8234142698,-0.7757057861,-0.7202467066,-0.6575911602,-0.5883651802,-0.5132604498,-0.4330273906,-0.348467665,-0.2604261655,-0.169782574,-0.07744257106,0.01567121244,0.1086284144,0.2005002371,0.2903687277,0.37733595,0.4605329562,0.5391284693,0.612337189,0.6794276379,0.7397294704,0.7926401706,0.8376310722,0.874252641,0.9021389664,0.9210114175,0.9306814269,0.9310523752,0.9221205559,0.9039752128,0.8767976482,0.8408594113,0.7965195852,0.7442211986,0.6844867998,0.6179132352,0.5451656858,0.4669710211,0.3841105363,0.297412146,0.2077421118,0.1159963871,0.02309166489,-0.07004378162,-0.1624793738,-0.2532915258,-0.3415728727,-0.4264413362,-0.5070489389,-0.5825902763,-0.6523105641,-0.7155131804,-0.7715666256,-0.8199108321,-0.8600627605,-0.8916212262,-0.9142709073
1.4,0.8292273548,0.8782400523,0.9184776656,0.9495381536,0.9711111703,0.9829811652,0.9850295372,0.9772358197,0.9596778849,0.9325311659,0.8960669037,0.8506494373,0.7967325628,0.734855,0.6656350089,0.5897642128,0.5080006877,0.4211613876,0.3301139821,0.2357681869,0.1390666738,0.04097565257,-0.05752478388,-0.1554504517,-0.25182291,-0.345679237,-0.4360816514,-0.522126882,-0.6029551934,-0.6777589759,-0.7457908147,-0.8063709582,-0.8588941096,-0.902835475,-0.9377560068,-0.9633067905,-0.9792325312,-0.9853741042,-0.9816701448,-0.9681576618,-0.9449716675,-0.9123438287,-0.8706001519,-0.8201577262,-0.7615205556,-0.6952745233,-0.6220815378,-0.5426729193,-0.4578420923,-0.3684366584,-0.2753499273,-0.1795119906,-0.08188042957,0.01656925369,0.1148533825,0.2119899342,0.3070083526,0.398959245,0.4869238685,0.5700233096,0.6474272663,0.7183623438,0.7821197821,0.8380625382,0.8856316504,0.9243518238,0.9538361795,0.9737901193,0.9840142701,0.9844064756,0.974962817,0.9557776522,0.9270426731,0.88904499,0.8421642632,0.7868689095,0.7237114218,0.6533228488,0.5764064898,0.4937308677,0.40612205,0.314455395,0.2196468057,0.122643578,0.02441493632,-0.07405765137,-0.1717902795,-0.2678064359,-0.361146759,-0.450878623,-0.5361054568,-0.6159757022,-0.6896913219,-0.7565157739,-0.8157813704,-0.8668959491,-0.9093487901,-0.9427157185,-0.9666633431
1.6,0.8411121841,0.890827352,0.9316416673,0.9631473271,0.9850295372,0.9970696578,0.9991473879,0.9912419676,0.9734323852,0.9458965882,0.9089097052,0.8628412968,0.8081516634,0.7453872457,0.6751751651,0.5982169574,0.5152815636,0.4271976468,0.3348453122,0.239147314,0.1410598349,0.04156293257,-0.05834925287,-0.1576784319,-0.2554321401,-0.3506336548,-0.4423317539,-0.5296102204,-0.6115969966,-0.6874728978,-0.756479797,-0.8179282002,-0.8712041352,-0.9157752864,-0.9511963137,-0.9771133018,-0.9932672968,-0.9994968933,-0.9957398473,-0.9820336978,-0.9585153923,-0.9254199178,-0.8830779533,-0.8319125659,-0.7724349831,-0.7052394853,-0.6309974677,-0.550450732,-0.4644040745,-0.373717245,-0.2792963563,-0.1820848307,-0.08305397375,0.01680673109,0.1164995086,0.2150282616,0.3114085232,0.4046772938,0.4939026627,0.5781931194,0.6567064616,0.7286582099,0.7933294463,0.850073997,0.8983248894,0.9376000164,0.967506954,0.9877468819,0.9981175695,0.9985153963,0.9889363873,0.9694762528,0.940329432,0.9017871504,0.8542345097,0.7981466401,0.7340839532,0.662686542,0.584667786,0.5008072227,0.4119427592,0.3189622998,0.2227948745,0.1244013565,0.02476486129,-0.07511907625,-0.1742524488,-0.2716447485,-0.3663228637,-0.4573408019,-0.5437891419,-0.6248041207,-0.6995762632,-0.7673584709,-0.8274734864,-0.8793206604,-0.922381953,-0.95622711,-0.9805179618
1.8,0.819464525,0.8679001762,0.9076640558,0.9383588561,0.9596778849,0.9714081295,0.9734323852,0.9657304263,0.9483792082,0.9215520985,0.8855171449,0.8406343967,0.7873523074,0.7262032542,0.6577982181,0.5828206797,0.5020197897,0.4162028839,0.3262274164,0.2329923924,0.1374293855,0.0404932296,-0.05684752128,-0.1536202705,-0.2488580968,-0.3416094152,-0.4309474853,-0.5159796706,-0.5958563575,-0.6697794447,-0.7370103171,-0.796877226,-0.8487820011,-0.892206027,-0.9267154252,-0.9519653892,-0.9677036297,-0.9737728954,-0.9701125443,-0.9567591493,-0.9338461331,-0.901602435,-0.8603502235,-0.8105016769,-0.7525548654,-0.6870887745,-0.6147575197,-0.536283811,-0.4524517317,-0.3640989043,-0.272108121,-0.1773985232,-0.08091641808,0.01637417715,0.113501167,0.2094940908,0.3033938188,0.3942621361,0.4811911164,0.5633121942,0.6398048427,0.7099047727,0.7729115689,0.8281956882,0.87520475,0.9134690551,0.9426062795,0.9623252935,0.9724290712,0.9728166591,0.9634841846,0.9445248945,0.9161282239,0.8785779029,0.832249122,0.7776047829,0.7151908739,0.6456310141,0.5696202226,0.4879179741,0.4013406105,0.3107531842,0.2170608148,0.1211996455,0.02412748938,-0.07318574062,-0.1697677229,-0.2646534422,-0.3568948318,-0.4455702462,-0.52979367,-0.6087235706,-0.6815713064,-0.7476090071,-0.8061768457,-0.8566896317,-0.8986426582,-0.9316167442,-0.9552824237
2,0.7651474012,0.8103725593,0.8475007426,0.8761609786,0.8960669037,0.9070196246,0.9089097052,0.9017182604,0.8855171449,0.8604682347,0.8268218104,0.7849140559,0.7351636996,0.6780678306,0.614196932,0.5441891807,0.4687440709,0.3886154254,0.304603863,0.2175487994,0.1283200602,0.03780918936,-0.05307945841,-0.1434377538,-0.2323628665,-0.3189662863,-0.4023827004,-0.4817786396,-0.5563608058,-0.6253839988,-0.6881585616,-0.7440572715,-0.7925216071,-0.8330673288,-0.8652893171,-0.8888656206,-0.9035606727,-0.9092276451,-0.9058099155,-0.8933416326,-0.8719473755,-0.8418409084,-0.8033230452,-0.7567786436,-0.7026727601,-0.6415460026,-0.5740091295,-0.5007369469,-0.4224615662,-0.3399650893,-0.2540717935,-0.1656398964,-0.07555298018,0.01528883645,0.1059778921,0.1956080516,0.2832837602,0.3681289911,0.4492959988,0.5259737893,0.5973962237,0.6628496724,0.7216801464,0.7732998308,0.817192959,0.8529209652,0.8801268672,0.8985388323,0.9079728945,0.9083347917,0.8996209079,0.8819183093,0.8554038745,0.820342527,0.7770845881,0.7260622769,0.6677853914,0.602836215,0.5318636984,0.4555769756,0.3747382782,0.2901553198,0.2026732254,0.1131660871,0.02252823061,-0.06833472046,-0.1585148936,-0.2471112383,-0.3332385292,-0.4160362109,-0.4946769963,-0.5683751326,-0.6363942525,-0.6980547314,-0.7527404782,-0.7999050909,-0.8390773164,-0.8698657587,-0.8919627899
2.2,0.6803262651,0.7205379457,0.7535502492,0.7790333278,0.7967325628,0.8064711095,0.8081516634,0.801757433,0.7873523074,0.7650802178,0.7351636996,0.6979016687,0.653666435,0.6028999824,0.5461095524,0.4838625763,0.4167810053,0.3455350962,0.2708367147,0.1934322223,0.114095019,0.03361781605,-0.04719528504,-0.1275368264,-0.206604062,-0.2836069781,-0.357776187,-0.4283706145,-0.4946849045,-0.5560564664,-0.6118720959,-0.6615741016,-0.7046658777,-0.7407168652,-0.7693668546,-0.7903295848,-0.8033956029,-0.8084343578,-0.8053955039,-0.7943094042,-0.7752868276,-0.7485178413,-0.7142699121,-0.6728852341,-0.6247773092,-0.570426816,-0.5103768066,-0.4452272808,-0.3756291913,-0.302277939,-0.2259064255,-0.1472777296,-0.06717748337,0.01359397808,0.09422961299,0.1739237368,0.251880072,0.3273197049,0.3994888675,0.4676664693,0.5311713024,0.5893688474,0.6416776137,0.6875749495,0.7266022635,0.758369608,0.782559574,0.7989304635,0.8073187038,0.8076404825,0.7998925845,0.7841524242,0.760577272,0.7294026832,0.6909401439,0.6455739591,0.5937574126,0.5360082384,0.472903447,0.4050735607,0.3331963133,0.2579898784,0.180205694,0.1006209538,0.02003084238,-0.06075941064,-0.1409425757,-0.2197174892,-0.2962970581,-0.3699161247,-0.4398391118,-0.5053673718,-0.565846168,-0.6206712165,-0.6692947232,-0.7112308584,-0.7460606099,-0.7734359704,-0.7930834144
2.4,0.5683826677,0.601977758,0.6295580854,0.6508480766,0.6656350089,0.6737711362,0.6751751651,0.6698330669,0.6577982181,0.639190867,0.614196932,0.5830661443,0.5461095524,0.5036964144,0.4562505083,0.4042458979,0.3482021962,0.2886793732,0.2262721614,0.1616041129,0.09532136948,0.0280862065,-0.03942958458,-0.1065514083,-0.1726086055,-0.2369411547,-0.2989062661,-0.3578848049,-0.4132874771,-0.4645607174,-0.5111922205,-0.55271606,-0.5887173433,-0.6188363575,-0.6427721634,-0.6602856024,-0.6712016858,-0.6754113439,-0.672872515,-0.6636105665,-0.6477180405,-0.6253537299,-0.5967410916,-0.5621660136,-0.5219739586,-0.4765665123,-0.426397371,-0.3719678081,-0.3138216658,-0.2525399212,-0.1887348811,-0.1230440645,-0.0561238323,0.0113571707,0.0787246966,0.1453056314,0.2104347203,0.273461215,0.3337553757,0.390714763,0.4437702576,0.4923917464,0.5360934196,0.5744386246,0.6070442288,0.6335844477,0.6537941002,0.6674712582,0.674479264,0.6747480959,0.668275068,0.6551248564,0.6354288539,0.6093838562,0.5772500966,0.5393486447,0.4960581995,0.4478113048,0.3950900275,0.3384211412,0.2783708628,0.2155391947,0.1505539303,0.08406438074,0.01673488768,-0.05076181485,-0.1177513221,-0.1835642971,-0.2475431583,-0.30904865,-0.3674662298,-0.4222122086,-0.4727395825,-0.5185434987,-0.5591662998,-0.5942020959,-0.6233008212,-0.6461717307,-0.6625863059
2.6,0.433779447,0.4594186167,0.4804674274,0.4967155664,0.5080006877,0.514210034,0.5152815636,0.5112045702,0.5020197897,0.4878189934,0.4687440709,0.4449856127,0.4167810053,0.3844120599,0.3482021962,0.3085132113,0.2657416643,0.2203149145,0.1726868509,0.1233333574,0.07274755775,0.02143488853,-0.03009195102,-0.08131812173,-0.1317317887,-0.1808292351,-0.2281198956,-0.2731312575,-0.3154135821,-0.3545443986,-0.3901327245,-0.4218229733,-0.4492985063,-0.4722847972,-0.4905521745,-0.5039181167,-0.5122490755,-0.515461811,-0.5135242224,-0.5064556696,-0.4943267791,-0.4772587388,-0.455422087,-0.4290350082,-0.3983611534,-0.3637070057,-0.3254188178,-0.2838791527,-0.2395030608,-0.1927339336,-0.1440390726,-0.09390502085,-0.04283270114,0.008667588765,0.06008127499,0.110894649,0.1606000003,0.2087006895,0.2547161103,0.2981864921,0.3386774929,0.3757845402,0.4091368726,0.4384012446,0.4632852563,0.4835402748,0.4989639187,0.5094020802,0.5147504644,0.5149556321,0.5100155334,0.499979528,0.4849478925,0.4650708179,0.4405469095,0.4116212019,0.3785827114,0.3417615476,0.3015256153,0.2582769388,0.2124476445,0.1644956435,0.1149000565,0.06415642605,0.01277176581,-0.03874050569,-0.08986569487,-0.1400929757,-0.1889204939,-0.2358603809,-0.280443629,-0.322224777,-0.3607863616,-0.3957430881,-0.4267456804,-0.4534843711,-0.4756919957,-0.4931466632,-0.5056739723
2.8,0.2818828086,0.298543905,0.3122220493,0.3227805741,0.3301139821,0.3341490004,0.3348453122,0.3321959604,0.3262274164,0.3169993159,0.304603863,0.2891649089,0.2708367147,0.2498024096,0.2262721614,0.2004810765,0.1726868509,0.1431671955,0.1122170607,0.08014569022,0.04727353045,0.01392902919,-0.01955464632,-0.05284293828,-0.08560324106,-0.1175082245,-0.1482391047,-0.1774888287,-0.204965143,-0.2303935134,-0.2535198679,-0.2741131358,-0.2919675557,-0.3069047324,-0.3187754184,-0.3274610058,-0.3328747111,-0.3349624423,-0.3337033396,-0.3291099833,-0.3212282689,-0.3101369478,-0.2959468409,-0.2787997309,-0.2588669462,-0.2363476485,-0.2114668433,-0.1844731312,-0.1556362246,-0.1252442523,-0.09360088087,-0.06102228033,-0.02783396535,0.00563245742,0.03904260254,0.07206264687,0.1043626651,0.135619926,0.1655221175,0.1937704666,0.2200827254,0.2441959903,0.2658693295,0.2848861904,0.3010565625,0.3142188771,0.3242416204,0.3310246487,0.3345001881,0.3346335122,0.3314232889,0.3249015936,0.315133589,0.3022168737,0.2862805073,0.2674837208,0.2460143253,0.222086836,0.1959403284,0.1678360499,0.138054809,0.1068941701,0.07466548001,0.04169075711,0.008299473942,-0.02517473483,-0.05839740596,-0.09103658953,-0.1227661656,-0.1532691027,-0.1822406256,-0.2093912604,-0.2344497269,-0.2571656493,-0.2773120575,-0.2946876553,-0.3091188315,-0.3204613945,-0.3286020131
3,0.1187483922,0.1257671898,0.1315293633,0.1359773389,0.1390666738,0.1407665005,0.1410598349,0.139943746,0.1374293855,0.133541876,0.1283200602,0.1218161128,0.114095019,0.1052339256,0.09532136948,0.0844563938,0.07274755775,0.06031185214,0.04727353045,0.03376286727,0.01991485667,0.005867863418,-0.008237759591,-0.02226107363,-0.03606196238,-0.04950253192,-0.06244848852,-0.07477048048,-0.0863453905,-0.09705756593,-0.1067999742,-0.1154752725,-0.12299678,-0.1292893444,-0.1342900923,-0.1379490581,-0.1402296824,-0.1411091782,-0.1405787576,-0.1386437206,-0.1353234014,-0.1306509754,-0.1246731281,-0.1174495882,-0.1090525307,-0.09956585643,-0.08908435302,-0.07771274821,-0.0655646633,-0.05276147795,-0.03943111736,-0.02570677407,-0.0117255772,0.002372777772,0.01644742473,0.03035773445,0.04396471973,0.05713242406,0.0697292801,0.08162942421,0.09271395411,0.1028721168,0.1120024153,0.1200136228,0.1268256937,0.1323705643,0.1365928319,0.1394503091,0.1409144449,0.1409706102,0.1396182437,0.1368708579,0.1327559037,0.1273144965,0.1206010048,0.1126825078,0.1036381244,0.09355822309,0.08254351898,0.0707040673,0.05815816396,0.04503116347,0.03145422647,0.01756300925,0.00349630824,-0.01060532673,-0.02460099677,-0.03835086179,-0.05171753767,-0.06456746902,-0.07677226355,-0.08820997501,-0.09876632155,-0.1083358277,-0.116822878,-0.1241426727,-0.1302220749,-0.1350003412,-0.1384297287
3.2,-0.04912014796,-0.05202346626,-0.05440698328,-0.05624688372,-0.05752478388,-0.05822791542,-0.05834925287,-0.05788758388,-0.05684752128,-0.05523945704,-0.05307945841,-0.05038910738,-0.04719528504,-0.04352990301,-0.03942958458,-0.03493529878,-0.03009195102,-0.02494793443,-0.01955464632,-0.01396597466,-0.008237759591,-0.002427235553,0.003407540621,0.009208269775,0.01491699294,0.02047667045,0.02583175183,0.03092873088,0.03571668028,0.04014776042,0.04417769741,0.04776622544,0.05087748915,0.0534804018,0.05554895595,0.05706248329,0.05800586117,0.05836966365,0.05815025575,0.05734982972,0.05597638315,0.05404363905,0.05157090878,0.04858289904,0.04510946503,0.04118531216,0.03684964926,0.03214579685,0.02712075426,0.02182473006,0.01631064037,0.01063358015,0.004850272717,-0.0009814970385,-0.00680346,-0.01255744504,-0.01818596024,-0.02363276733,-0.02884344363,-0.03376592577,-0.03835102994,-0.0425529433,-0.04632968172,-0.04964350927,-0.05246131528,-0.05475494518,-0.05650148176,-0.05768347421,-0.05828911246,-0.05831234516,-0.05775294019,-0.05661648693,-0.05491434044,-0.05266350802,-0.04988647923,-0.04661100124,-0.04286980152,-0.03870026092,-0.03414404011,-0.02924666334,-0.02405706357,-0.01862709357,-0.01301100781,-0.007264920368,-0.001446244239,0.004386882285,0.01017617653,0.01586379378,0.02139290525,0.02670826589,0.03175676635,0.03648796371,0.04085458539,0.04481300157,0.04832366104,0.05135148647,0.05386622481,0.05584274965,0.05726131219
